Title,Authors,URL,1_ML_Algorithm,1_Detection_domain,1_Open_source,1_Safety/security,2_Training_data,2_Anomaly_generation,Injected,2_Data_size,2_Collection_date,2_AV_level,3_Testing_metrics,3_Detection_latency,Dataset,Simulation,Comments,Links,Performance,,
Data Verification Method Based on Graph Attention Network,"Xia, T. and Cheng, B. and Zhao, Y. and Ding, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141182540&doi=10.1109%2fPRAI55851.2022.9904252&partnerID=40&md5=f835ae0229769262dd0f134feffdcdf8,"Graph Attention Network, Gated Recurrent Unit",IoV,NA,Safety,Simulation,The anomalies were generated through the SUMO simulator. The Traci interface in SUMO simulation software was used to output the real-time data of vehicles on the simulated road.,Simulated attacks,"10,000 sets of data for the training set, and 2,000 sets of data for the test set.",NA,NA,"Recall, Precision",NA,NA,SUMO,,,,,
Adaptive Ensemble Methods for Tampering Detection in Automotive Aftertreatment Systems,"Bolboaca, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139842262&doi=10.1109%2fACCESS.2022.3211387&partnerID=40&md5=89bb8a0e98381c4638e51418ec028a59,Long Short-Term Memory,Exhaust Aftertreatment,NA,Safety,Both,"The anomalies or tampering scenarios in the datasets used in this paper were generated from different environments, including vehicles and simulations. The paper does not provide specific details on how these anomalies were generated.",NA,NA,NA,NA,"FPR, Recall",NA,NA,Exothermia suite,,,,,
On Why the System Makes the Corner Case: AI-based Holistic Anomaly Detection for Autonomous Driving,"Pfeil, J. and Wieland, J. and Michalke, T. and Theissler, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135379804&doi=10.1109%2fIV51971.2022.9827078&partnerID=40&md5=19cc3fccc2be06a8fcb2afefdd951021,"One Class Support Vector Machine, Clustering-based Local Outlier Factor",Environment Sensors,NA,Safety,Real-world,The anomalies are real-world corner cases that were identified and labeled manually.,Real-world collection,NA,NA,HAD,"FP, F1-score",NA,NA,NA,,,,,
Scene Semantic Anomaly Detection of Multi-Sensor in Autonomous Driving,"Zhao, Z. and Yang, B. and Qian, C. and Zhang, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135047474&doi=10.1088%2f1742-6596%2f2302%2f1%2f012005&partnerID=40&md5=c2b48c77299ce512d57efd6c05c5d61e,Graph Neural Network,Image,NA,Security,Real-world,The anomalies seem to be generated by considering samples that do not reach a similarity threshold as outliers. ,NA,NA,NA,NA,"Recall, FPR",NA,nuScenes,NA,The Nuscenes dataset is an autonomous dataset that is free to the public.,https://www.nuscenes.org/,,,
A Hybrid Deep Sensor Anomaly Detection for Autonomous Vehicles in 6G-V2X Environment,"Prathiba, S.B. and Raja, G. and Anbalagan, S. and S, A.K. and Gurumoorthy, S. and Dev, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134196685&doi=10.1109%2fTNSE.2022.3188304&partnerID=40&md5=16a0515ad1a10b99f5b0a3a2127d4f32,"Multi-Agent Reinforcement Learning, Maximum Entropy Inverse Reinforcement Learning",V2X,NA,Both,Simulation,Anomalies are generated when a malicious or faulty sensor-equipped autonomous vehicle comes into connectivity,NA,NA,NA,NA,"FPR, Accuracy, Recall",NA,NA,NS-3,,,,,
Design of a CNN based autonomous in-seat passenger anomaly detection system,"Bhatnagar, A. and Nandi, P. and Mishra, A. and Rao, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130809655&doi=10.1109%2fSysCon53536.2022.9773868&partnerID=40&md5=7fb32e2681cb5f6dd779f5d23ddfc1c3,"Convolutional Neural Network, Long Short-Term Memory",Passenger Behaviour,NA,Safety,Real-world,Anomalies are considered as the passenger's discomfort in the form of continuous movement within the seat due to physical assault or mental distress.,NA,"14,300 vectors consisting of 15 sensor voltage levels",NA,NA,"Accuracy, Precision, Recall, F1-score",230ms,Dataset for CNN based autonomous in seat passenger anomaly detection system,NA,,https://github.com/Avik1007/Dataset-for-CNN-based-autonomous-in-seat-passenger-anomaly-detection-system,,,
Unsupervised Scalable Multimodal Driving Anomaly Detection,"Qiu, Y. and Misu, T. and Busso, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127069374&doi=10.1109%2fTIV.2022.3160861&partnerID=40&md5=7a3dc59a85660351a66fc731cb70e0e8,Generative Adversarial Networks,CAN,NA,Both,Real-world,"Anomalies were generated based on deviations from expected behaviors. The model creates predictions of future frames based on observed signals in previous frames, and contrasts these predictions with the actual signals to quantify their differences.",NA,NA,NA,NA,"Accuracy, Precision, Recall, F1-score",NA,Driving Anomaly Dataset,NA,,https://paperswithcode.com/dataset/dad,,,
Sensor data based anomaly detection in autonomous vehicles using modified convolutional neural network,"Rajendar, S. and Kaliappan, V.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120950583&doi=10.32604%2fiasc.2022.020936&partnerID=40&md5=6357df1b9f7740ff73a6f51cc8da130c,Convolutional Neural Network,Vehicle Sensors,NA,Both,Real-world,Anomalies are randomly injected into the dataset.,Random injections,NA,NA,NA,"Precision, Recall",NA,SPMD,NA,The training data used in this paper is the Safety Pilot Model Deployment (SPMD) dataset. ,,"A 0.994, R 0.987, P 0.971",,
MILAD: Robust Anomaly Detection for Electric Vehicles with Label Noise,"Ye, Y. and Feng, B. and Tao, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123321733&doi=10.1088%2f1742-6596%2f2132%2f1%2f012047&partnerID=40&md5=92e19dd346f03f1b0e59caf051d9b018,Multi-Instance Learning,Electric Vehicles,NA,Safety,Real-world,"The anomalies, in this case, refer to abnormal conditions in the battery system of electric vehicles. The paper does not provide specific details on how these anomalies were generated.",NA,NA,NA,NA,NA,NA,NA,NA,,,,,
"Intrusion detection on internet of vehicles via combining log-ratio oversampling, outlier detection and metric learning","Jin, F. and Chen, M. and Zhang, W. and Yuan, Y. and Wang, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113605573&doi=10.1016%2fj.ins.2021.08.010&partnerID=40&md5=3c664ab908043274dd37611538fc0652,Logarithmic Ratio (Over-sampling strategy),IoV,NA,Security,Both,The anomalies in the dataset used in this paper are not explicitly generated but are part of the datasets used. ,NA,NA,NA,NA,"Precision, Recall, fmeasure, Accuracy, FAR, meanfmeasure, avgAccuracy, attackAccuracy, ADR",NA,"ROAD, Car-Hacking Dataset (HCRL), OTIDS",NA,"The paper uses the UNSW-NB15 and CICIDS-2017 datasets for experiments. The UNSW-NB15 dataset is a mix of normal activities and attack behaviors that are present in the real world. The CICIDS-2017 dataset is a comprehensive dataset for IDS, which includes a wide range of attacks, making it suitable for benchmarking IDS.",,"Car-Hacking Dataset = P, R, F, A: 1, AUC: 0.99. OTIDS = A P R F 1. ROAD = P .998, R .998, Fmeasure .998, A .999, AUC .999",,
LATTE: LSTM Self-Attention based Anomaly Detection in Embedded Automotive Platforms,"Kukkala, V.K. and Thiruloga, S.V. and Pasricha, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115852058&doi=10.1145%2f3476998&partnerID=40&md5=8bf6c5f8a6323f12f6e39b6cfbff0970,"Long Short-Term Memory, One Class Support Vector Machine",CAN,NA,Both,Real-world,"The anomalies, in this case, refer to cyber-attacks in Controller Area Network (CAN) based networks within automotive platforms. The paper does not provide specific details on how these anomalies were generated.",NA,NA,NA,NA,"Accuracy, Precision, Recall",NA,SynCAN,NA,,https://github.com/etas/SynCAN,Not provided,,
NeuroCAN: Contextual Anomaly Detection in Controller Area Networks,"Balaji, P. and Ghaderi, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118158390&doi=10.1109%2fISC253183.2021.9562830&partnerID=40&md5=d9843119d900afdeb3226528eefe997f,Long Short-Term Memory,CAN,NA,Security,Real-world,"The anomalies in the dataset used in this paper were generated by injecting fabricated Controller Area Network (CAN) messages. Specifically, messages related to the gear module and the RPM gauge were modified. This was done while logging CAN traffic through the OBD port",Attacking while recording the log,"For Dataset 1, there are a total of 4,443,142 messages, with 3,845,890 normal messages and 597,252 injected messages. For Dataset 2, there are a total of 4,621,702 messages, with 3,966,805 normal messages and 654,897 injected messages",NA,NA,"ROC, F1-score",1.7ms,Car-Hacking Dataset (HCRL),NA,The paper uses two datasets obtained from the Hacking and Countermeasure Research Lab. These datasets were developed by logging CAN traffic through the OBD port while injecting fabricated CAN messages. ,,"Gear: R 1, F1 0.951, RPM: R 1, F1 1",,
V2C: A Trust-Based Vehicle to Cloud Anomaly Detection Framework for Automotive Systems,"Rosenstatter, T. and Olovsson, T. and Almgren, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113217426&doi=10.1145%2f3465481.3465750&partnerID=40&md5=f8a992d4fe9bb2eadae5c1875a0838cf,Statistics-based,V2C,NA,Both,Real-world,"The anomalies in the trust scores were generated by injecting three different types of changes into the aggregated trust score of a vehicle over a period of one year. An immediate drop of 0.1 on day 28, an immediate incrase of 0.2 on day 112, a slow decrease where each day one more out of the 9 vehicles reports a decrease of the trust score of 0.05 starting from day 262.",Random injections,NA,NA,NA,NA,NA,NA,NA,,,,,
In-vehicle detection of targeted CAN bus attacks,"Fenzl, F. and Rieke, R. and Dominik, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113196129&doi=10.1145%2f3465481.3465755&partnerID=40&md5=2c2726ab2381f39df7bad91900b48e6d,Genetic Programming,CAN,NA,Security,Both,The anomalies in the dataset used in this paper were generated through a combination of specific targeted attacks and several types of intrusions described in the literature.,Attacking while recording the log,NA,NA,NA,"Precision, Accuracy, Recall",NA,Car-Hacking Dataset (HCRL),NA,,,"RPM: A .901, P .892, R 1. Gear: A 0.912, P 0.901, R 1",,
Spectra: Detecting attacks on in-vehicle networks through spectral analysis of CAN-message payloads,"Aoudi, W. and Nowdehi, N. and Almgren, M. and Olovsson, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105019365&doi=10.1145%2f3412841.3442032&partnerID=40&md5=4023e7848770d0349147b42a29c7862e,Spectral analysis (Not AI),CAN,NA,Security,Real-world,The anomalies in the dataset used in this paper were generated through a combination of specific targeted attacks and several types of intrusions described in the literature.,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Cosine similarity based anomaly detection methodology for the CAN bus,"Kwak, B.I. and Han, M.L. and Kim, H.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095430224&doi=10.1016%2fj.eswa.2020.114066&partnerID=40&md5=b35101dd32301f5f6a75da94212d4265,Mathematics-based,CAN,NA,Both,Real-world,"The anomalies in this study were generated through three types of attacks on the in-vehicle network: Flooding, Fuzzing, and Malfunction attacks.",Attacking while recording the log,NA,NA,NA,"f-measure, FPR, FNR, Precision",NA,NA,NA,,,,,
Research on CAN Bus Anomaly Detection Based on LSTM AndResNet,"Song, J. and Li, F. and Li, R. and Li, Y. and Zhou, Q. and Zhang, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102396181&doi=10.1088%2f1742-6596%2f1757%2f1%2f012044&partnerID=40&md5=7806b872b4dff31f8c833c85ba2c1259,"Long Short-Term Memory, Residual Neural Network",CAN,NA,Safety,Simulation,The anomalies in the dataset used in this paper were generated through a combination of specific targeted attacks and several types of intrusions described in the literature.,Attacking while recording the log,"Dataset: spoofing the gear has 4,443,142 messages, wher 3,845,890 is normal and 597,252 is anomalous. In the spoofing the RPM gauze 4,621,702 total messages where 3,966,805 is normall and 654,897 is anomalous.",NA,NA,"Accuracy, Precision, Recall, F1-score",NA,NA,NA,,,,,
Edge AI-Based Automated Detection and Classification of Road Anomalies in VANET Using Deep Learning,"Bibi, R. and Saeed, Y. and Zeb, A. and Ghazal, T.M. and Rahman, T. and Said, R.A. and Abbas, S. and Ahmad, M. and Khan, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117278081&doi=10.1155%2f2021%2f6262194&partnerID=40&md5=47bdd697b4626168489f2fdf8b542146,"Residual Convolutional Neural Network, Visual Geometry Group",Image,NA,Safety,Both,"The anomalies, which include road conditions such as potholes, bumps, and cracks, are naturally occurring in the real world.",Real-world collection,NA,NA,NA,"Precision, Recall, F1-score",NA,"Pothole Image Data-Set, Pothole and Plain Road Images, Speed Hump/Bump Dataset, CrackForest Dataset",NA,,https://www.kaggle.com/datasets/sachinpatel21/pothole-image-dataset,https://www.kaggle.com/datasets/virenbr11/pothole-and-plain-rode-images,https://data.mendeley.com/datasets/xt5bjdhy5g/1,https://github.com/cuilimeng/CrackForest-dataset
Using deep autoencoders for in-vehicle audio anomaly detection,"Pereira, P.J. and Coelho, G. and Ribeiro, A. and Matos, L.M. and Nunes, E.C. and Ferreira, A. and Pilastri, A. and Cortez, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116903171&doi=10.1016%2fj.procs.2021.08.031&partnerID=40&md5=dde1ed0c09075c802a0241c11807394e,Long Short-Term Memory,In-vehicle Audio,NA,Safety,Simulation,The sound anomalies were generated by the authors. ,Random injections,NA,NA,NA,"AUC, pAUC, Recall",NA,NA,NA,,,,,
Intrusion Detecting System Based on Temporal Convolutional Network for In-Vehicle CAN Networks,"Shi, D. and Xu, M. and Wu, T. and Kou, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116668173&doi=10.1155%2f2021%2f1440259&partnerID=40&md5=17496596358db827b272db4d40d8e584,Temporal Convolutional Networks,CAN,NA,Security,Real-world,"The anomalies in this study were generated through different types of attacks on the in-vehicle network: Fuzzy Attack, Gear Spoof, RPM Spoof, and DoS Attack. These attacks were part of the public CAN datasets used in the study, which were collected by a Kia Soul test vehicle and contain 17,558,346 CAN messages.",Attacking while recording the log,"The dataset used in this study contains 17,558,346 CAN messages. ",NA,NA,"Recall, FPR, Accuracy",NA,Car-Hacking Dataset (HCRL),NA,,,"Fuzzy: R 97.552, FPR 0.027, A 0.9999. Gear: R 0.97552, FPR 0.039, A 0.9629. RPM: R 0.9305, FPR 0.046, A 0.9462. DoS: R  100, FPR 0.034, A 0.98",,
Pixel-wise Anomaly Detection in Complex Driving Scenes,"Di Biase, G. and Blum, H. and Siegwart, R. and Cadena, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114857150&doi=10.1109%2fCVPR46437.2021.01664&partnerID=40&md5=d08f9c72c1d819197c1adfaa4a1c9b65,Pixel-wise anomaly detection (Not AI),Image,https://github.com/giandbt/SynBoost,Safety,Real-world,The anomalies are generated by placing anomalies in the road in front of vehicle camera.,Real-world collection,NA,NA,NA,Accuracy,NA,NA,NA,,,,,
Self-awareness in intelligent vehicles: Feature based dynamic Bayesian models for abnormality detection,"Kanapram, D.T. and Marin-Plaza, P. and Marcenaro, L. and Martin, D. and de la Escalera, A. and Regazzoni, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092022930&doi=10.1016%2fj.robot.2020.103652&partnerID=40&md5=de2b0610edfadc086e8ff38c54248d91,Dynamic Bayesian Network,Environment Sensors,NA,Safety,Real-world,The anomalies in the dataset used in this paper were generated through a combination of specific targeted attacks and several types of intrusions described in the literature. The paper models and simulates these attacks and intrusions. The paper does not provide specific details on how these anomalies were generate,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Continuous fields: Enhanced in-vehicle anomaly detection using machine learning models,"Fenzl, F. and Rieke, R. and Chevalier, Y. and Dominik, A. and Kotenko, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087525067&doi=10.1016%2fj.simpat.2020.102143&partnerID=40&md5=1b73b8cb7e51338b99fa25b9979b3d2c,Deep Learning,CAN,NA,Security,Real-world,"The authors implemented an intrusion generation mechanism that would generate random DoS attacks, manpulation, and deletion. ",Anomalies were generated,NA,NA,NA,"TP, TN, FN, Accuracy, PPV, Recall",NA,NA,NA,,,,,
Intelligent vehicle knowledge representation and anomaly detection using neural knowledge DNA,"Wang, J. and Zhang, H. and li, F. and Wang, Z. and Zhao, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081597872&doi=10.1016%2fj.jisa.2020.102498&partnerID=40&md5=9172a331b045e052ae5d71a953e5224c,Deep Learning,CAN,NA,Security,Real-world,"To generate anomalies, the researchers simulated various types of attacks, including single package attacks, replay attacks, flood attacks, and complex series order attacks. These simulated attacks were then injected into the normal driving traffic to test the anomaly detection capabilities of the proposed framework",Simulated attacks,NA,NA,NA,Accuracy,NA,NA,NA,"The driving CAN packages were captured over 22 minutes from a real car, the Ford Escape, on the high-speed CAN bus with tools KvaserCAN Leaf Light V2 and BusMaster. This data included starting and stopping the engine, driving, braking, etc.",,,,
Intrusion detection on robot cameras using spatio-temporal autoencoders: A self-driving car application,"Amrouche, F. and Lagraa, S. and Frank, R. and State, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088304886&doi=10.1109%2fVTC2020-Spring48590.2020.9129461&partnerID=40&md5=d4919b0fcd3917e0113259d127f37a87,Autoencoder,Image,NA,Security,Real-world,"The anomalies were generated through insertation of fake images, blurred images, flooding images, sophisticated attacks.",Random injections,NA,NA,NA,"MSE, SSIM",NA,Udacity Self Driving Car Dataset,NA,,https://github.com/udacity/self-driving-car,,,
Anomaly Detection Based on RBM-LSTM Neural Network for CPS in Advanced Driver Assistance System,"Wu, D. and Zhu, H. and Zhu, Y. and Chang, V. and He, C. and Hsu, C.-H. and Wang, H. and Feng, S. and Tian, L. and Huang, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085514447&doi=10.1145%2f3377408&partnerID=40&md5=d66cc81dcf670e668bce679d78f24fe5,"Long Short-Term Memory, Restricted Boltzmann Machine",ADAS,NA,Safety,Real-world,No information on anomaly generation.,NA,NA,NA,NA,Accuracy,NA,NA,NA,,,,,
Abnormal state detection with hybrid ARIMA-WANN in large scale time series vehicle operating data,"Alizadeh, M. and Ma, J. and Hamilton, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105620510&partnerID=40&md5=e6254094e881654b1213a8ada8133bf9,Wavelet Autoencoder Neural Network,Vehicle Sensors,NA,Safety,Real-world,The anomalies are generated based on the deviation of real-time values of data at different channels from the predictions.,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Deep real-time anomaly detection for connected autonomous vehicles,"Oucheikh, R. and Fri, M. and Fedouaki, F. and Hain, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099885335&doi=10.1016%2fj.procs.2020.10.062&partnerID=40&md5=050b2b4877abab4f81665788a193ba0f,"Long Short-Term Memory, Autoencoder",CAN,NA,Both,Real-world,"Anomalies were generated by feeding abnormal data to the trained model. The predictions for this data had a big margin error, indicating anomalies.",Random injections,NA,NA,NA,"Accuracy, Precision, Recall, F1-score",NA,NA,NA,,,,,
An Effective Anomaly Detection Model for Securing Communications in Electric Vehicles,"Kavousi-Fard, A. and Jin, T. and Su, W. and Parsa, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098758658&doi=10.1109%2fTIA.2020.3005062&partnerID=40&md5=fa44649b9c365b723bff15c245dbc9d6,"Convolutional Neural Network, Long Short-Term Memory",Electric Vehicles,NA,Security,Real-world,Anomalies were generated by introducing faults into the system.,Random injections,NA,NA,NA,"AUC, ROC",NA,NA,NA,,,,,
Deep Learning for In-Vehicle Intrusion Detection System,"Gherbi, E. and Hanczar, B. and Janodet, J.-C. and Klaudel, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097272273&doi=10.1007%2f978-3-030-63820-7_6&partnerID=40&md5=b68dcd6ca2b0a609884f452c37b384e0,Temporal Convolutional Networks,CAN,NA,Security,Real-world,"The anomalies were generated through different types of attacks on the in-vehicle CAN, but the paper does not detail the exact process of anomaly generation.",Attacking while recording the log,NA,NA,NA,"Precision, Recall, F1-score",NA,SynCAN,NA,The training data is based on the SynCAN Dataset.,,"Best model: P 0.996, R 0.989, F1 0.992",,
Road Anomaly Detection through Deep Learning Approaches,"Luo, D. and Lu, J. and Guo, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088647588&doi=10.1109%2fACCESS.2020.3004590&partnerID=40&md5=719e1cbfac649685a9e63cb011054bdb,Complex-Valued Neural Network,CAN,NA,Security,Real-world,"Anomalies were generated through various types of attacks, including flood attacks, fuzzy attacks, malfunction attacks, and unknown attacks.",Attacking while recording the log,NA,NA,NA,"Recall, FPR",NA,NA,NA,,,,,
REDEM: Real-Time Detection and Mitigation of Communication Attacks in Connected Autonomous Vehicle Applications,"Boddupalli, S. and Ray, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084181257&doi=10.1007%2f978-3-030-43605-6_7&partnerID=40&md5=f2133721dc7218b0ef312e2976d346bf,Multilayer Perceptron,CACC,NA,Security,Simulation,"Anomalies were generated by adding a bias to the acceleration values of the vehicles in the simulation, making the headway between vehicles either too small or too large.",Simulated attacks,"Each of the 24 datasets corresponding to about 15 mins of driving time and constitutes approximately 90, 000 samples collected at a frequency of 100Hz.",NA,NA,"FP, FN, TP, TN",NA,NA,NA,,,,,
Intrusion detection system using deep learning for in-vehicle security,"Zhang, J. and Li, F. and Zhang, H. and Li, R. and Li, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070539348&doi=10.1016%2fj.adhoc.2019.101974&partnerID=40&md5=1e44c4351e4fc1735e76b83ec1c846ea,Gradient Descent with Momentum,CAN,NA,Security,Real-world,"Anomalies were generated based on the difference between the results obtained by neural network prediction and the actual corresponding categories. When the corresponding error is greater than a specified threshold, the corresponding vehicle behavior is considered abnormal and can be judged as an intrusion.",NA,NA,NA,NA,"Recall, FPR",2-4ms,NA,Testbed,,,,,
Geo-spatial Screening using Anomaly Detection for Efficient Security Analysis of V2X Sensor Data on C-ITS Service,"Hasegawa, K. and Harada, T. and Washio, T. and Oshima, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076799035&doi=10.1109%2fITSC.2019.8916877&partnerID=40&md5=6d3a2e48cea79232e3d16240b457570f,Geo-spatial Screening (Not AI),V2X Sensors,NA,Security,Simulation,"The anomalies were generated through false data injection attacks against C-ITS services, which cause artificial congestion.",Attacking while recording the log,NA,NA,NA,"FPR, Recall",NA,NA,SOUND,,,,,
A convolutional neural network approach for road anomalies detection in Bangladesh with image thresholding,"Ishtiak, T. and Ahmed, S. and Anila, M.H. and Farah, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075900307&doi=10.1109%2fWorldS4.2019.8903936&partnerID=40&md5=6e7dc63b74d02ea914f8b60460bf8baa,Convolutional Neural Network,Image,NA,Safety,Both,The anomalies were generated using a combination of real-world scenarios and simulated data.,NA,"5,815 training set images",NA,NA,Accuracy,NA,NA,NA,,,,,
Anomaly detection for advanced driver assistance systems using online feature selection,"Segler, C. and Kugele, S. and Obergfell, P. and Osman, M.H. and Shafaci, S. and Sax, E. and Knoll, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072290382&doi=10.1109%2fIVS.2019.8814175&partnerID=40&md5=d7e0e0f7adf3c81b41d3d35abc684f3c,Statistics-based,ADAS,NA,Both,Real-world,No information on anomaly generation.,NA,"Data described in samples, features, and GiB",NA,NA,Accuracy,NA,NA,NA,,,,,
NLSALog: An Anomaly Detection Framework for Log Sequence in Security Management,"Yang, R. and Qu, D. and Gao, Y. and Qian, Y. and Tang, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077238676&doi=10.1109%2fACCESS.2019.2953981&partnerID=40&md5=f27694e84a5a9962794b9db83dcf0c13,Long Short-Term Memory,ITS,NA,Security,Real-world,The anomalies were generated by injecting faults into the system,Random injections,NA,NA,NA,"TP, FN, FP, TN, Recall, FPR, Accuracy",NA,NA,NA,,,,,
Spatio-temporal anomaly detection in intelligent transportation systems,"Hassan, M.H. and Tizghadam, A. and Leon-Garcia, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071918967&doi=10.1016%2fj.procs.2019.04.117&partnerID=40&md5=2cefef49bddc12318a95b3a930fb9db1,Multi Singular Spectrum Analysis (Not AI),ITS,NA,Safety,Real-world,No information on anomaly generation.,NA,NA,NA,NA,"Precision, Recall, F1-score",NA,NA,NA,,,,,
Anomaly Detection of Vehicle CAN Network Based on Message Content,"Mo, X. and Chen, P. and Wang, J. and Wang, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067628767&doi=10.1007%2f978-3-030-21373-2_9&partnerID=40&md5=a57a9db761f955ac43cab22d3d558e5f,Statistics-based,CAN,NA,Security,Both,Odd-order random method to generate abnormal messages,Anomalies were generated,150000 CAN messages,NA,NA,NA,NA,NA,NA,,,,,
A LSTM approach to detection of autonomous vehicle hijacking,"Negi, N.S. and Jelassi, O. and Clemencon, S. and Fischmeister, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067571705&doi=10.5220%2f0007726004750482&partnerID=40&md5=9512b353b26a5e788fb1969ae3c3faee,Long Short-Term Memory,Vehicle Sensors,NA,Security,Simulation,Anomalies were generated using a simulator.,Simulated attacks,NA,NA,NA,"Recall, Specificity, FPR, FDR, f-measure",NA,ADAS-on-a-Treadmill Dataset,NA,,,,,
Prediction-based intrusion detection system for in-vehicle networks using supervised learning and outlier-detection,"Karray, K. and Danger, J.-L. and Guilley, S. and Elaabid, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065881486&doi=10.1007%2f978-3-030-20074-9_9&partnerID=40&md5=f39c69fdb372b1100d67579657908322,"K-Nearest Neighbors, Linear Regression, Decision Tree, Neural Net",CAN,NA,Security,Real-world,Anomalies were injected by the authors.,Random injections,NA,NA,NA,"FN, FP, Accuracy",NA,NA,NA,,,,,
Anomaly Detection of Roads from Driving Data Using a Statistical Discrepancy Measure,"Ikeda, K. and Kubo, T. and Sasaki, H. and Mori, M. and Hitomi, K. and Takenaka, K. and Muto, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060478326&doi=10.1109%2fITSC.2018.8569458&partnerID=40&md5=3c2ba13d83150ee03124bdcfa74feb8d,Statistics-based,Image,NA,Safety,Simulation,Anomalies were generated by placing road obstacles on the road.,Real-world collection,NA,NA,NA,Precision,NA,NA,PTV Vissim 10,,,,,
Anomaly detection for automotive visual signal transition estimation,"Weis, T. and Mundt, M. and Harding, P. and Ramesh, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046251887&doi=10.1109%2fITSC.2017.8317605&partnerID=40&md5=40472a9033998cad963347b6bd763628,NA,Image,NA,Safety,Simulation,Anomalies were injected by the authors.,Random injections,NA,NA,NA,"FN, FP, Accuracy",NA,Anomaly Detection for Automotive Visual Signal Transition Estimation Dataset,NA,,http://www.ccc.cs.uni-frankfurt.de/anomaly-detection-for-automotive-visual-signal-transition-estimation/,,,
An extended hybrid anomaly detection system for automotive electronic control units communicating via ethernet efficient and effective analysis using a specification- and machine learning-based approach,"Grimm, D. and Weber, M. and Sax, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051997774&doi=10.5220%2f0006779204620473&partnerID=40&md5=9e9e0afa7e152806df32db7e8a641b79,One Class Support Vector Machine,CAN,NA,Both,Simulation,Anomalies were injected by the authors.,Random injections,"50,000 ethernet messages for training, and 100,000 messages for evaluation.",NA,NA,"FPR, Recall",NA,NA,NA,,,,,
Isolation forest for anomaly detection in raw vehicle sensor data,"Hofmockel, J. and Sax, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051935754&doi=10.5220%2f0006758004110416&partnerID=40&md5=ec55cb1db39ef59141539ed26810e155,Isolation Forest,Vehicle Sensors,NA,Safety,Real-world,The authors mentions that the model is used on raw data to detect anomalies. It does not indicate that anomalies are syntheticaly created.,Real-world collection,NA,NA,NA,F1-score,NA,NA,NA,,,,,
